user_id,Recency,Frequency,MonetaryValue,R_Quartile,F_Quartile,M_Quartile,RFMClass,RFM_Score,Customer Segment
630,89,20,5190,1,1,1,111,3,Lost Customers
631,2,118,28650,3,3,3,333,9,Most Loyal Customer
632,3,58,13950,3,2,2,322,7,Loyal Customers
633,1,135,31320,4,3,3,433,10,Most Loyal Customer
634,9,34,7970,1,2,2,122,5,Attention Needed Customers
635,1,20,4880,4,1,1,411,6,Potential Loyalists Customers
636,4,104,24590,2,3,3,233,8,Loyal Customers
637,1,67,15380,4,3,2,432,9,Most Loyal Customer
638,3,148,35500,3,3,4,334,10,Most Loyal Customer
639,1,109,25960,4,3,3,433,10,Most Loyal Customer
640,2,40,9660,3,2,2,322,7,Loyal Customers
641,1,318,75690,4,4,4,444,12,Most Loyal Customer
642,1,206,48600,4,4,4,444,12,Most Loyal Customer
643,1,42,10180,4,2,2,422,8,Loyal Customers
644,2,122,29120,3,3,3,333,9,Most Loyal Customer
645,21,38,9380,1,2,2,122,5,Attention Needed Customers
646,2,58,13710,3,2,2,322,7,Loyal Customers
647,1,297,69530,4,4,4,444,12,Most Loyal Customer
648,5,24,5830,2,1,1,211,4,Lost Customers
649,6,311,74520,2,4,4,244,10,Most Loyal Customer
650,56,21,5350,1,1,1,111,3,Lost Customers
651,5,22,5110,2,1,1,211,4,Lost Customers
652,1,283,68140,4,4,4,444,12,Most Loyal Customer
653,3,147,34640,3,3,3,333,9,Most Loyal Customer
654,1,685,163770,4,4,4,444,12,Most Loyal Customer
655,13,24,5870,1,1,1,111,3,Lost Customers
656,13,29,6840,1,1,1,111,3,Lost Customers
657,17,71,17300,1,3,3,133,7,Potential Loyalists Customers
658,1,191,45830,4,4,4,444,12,Most Loyal Customer
659,1,224,54050,4,4,4,444,12,Most Loyal Customer
660,2,121,28800,3,3,3,333,9,Most Loyal Customer
661,20,23,5450,1,1,1,111,3,Lost Customers
662,1,158,37740,4,4,4,444,12,Most Loyal Customer
663,1,166,39400,4,4,4,444,12,Most Loyal Customer
664,1,142,34580,4,3,3,433,10,Most Loyal Customer
665,1,245,58300,4,4,4,444,12,Most Loyal Customer
666,27,47,11460,1,2,2,122,5,Attention Needed Customers
667,1,46,11150,4,2,2,422,8,Loyal Customers
668,2,100,23690,3,3,3,333,9,Most Loyal Customer
669,4,46,11380,2,2,2,222,6,Loyal Customers
670,1,124,29900,4,3,3,433,10,Most Loyal Customer
671,2,29,7310,3,1,1,311,5,Potential Loyalists Customers
672,1,35,8560,4,2,2,422,8,Loyal Customers
673,3,41,8930,3,2,2,322,7,Loyal Customers
674,8,34,8230,2,2,2,222,6,Loyal Customers
675,1,77,18160,4,3,3,433,10,Most Loyal Customer
676,2,49,11190,3,2,2,322,7,Loyal Customers
677,20,28,6890,1,1,1,111,3,Lost Customers
678,5,62,15070,2,2,2,222,6,Loyal Customers
679,2,38,9070,3,2,2,322,7,Loyal Customers
680,6,22,5660,2,1,1,211,4,Lost Customers
681,1,399,95000,4,4,4,444,12,Most Loyal Customer
682,1,75,17750,4,3,3,433,10,Most Loyal Customer
683,1,86,20770,4,3,3,433,10,Most Loyal Customer
684,7,20,4400,2,1,1,211,4,Lost Customers
685,1,71,16580,4,3,3,433,10,Most Loyal Customer
686,2,21,5160,3,1,1,311,5,Potential Loyalists Customers
687,1,24,5880,4,1,1,411,6,Potential Loyalists Customers
688,27,36,8690,1,2,2,122,5,Attention Needed Customers
689,1,115,27390,4,3,3,433,10,Most Loyal Customer
690,3,32,7260,3,1,1,311,5,Potential Loyalists Customers
691,5,40,9860,2,2,2,222,6,Loyal Customers
692,1,154,36530,4,4,4,444,12,Most Loyal Customer
693,8,157,37960,2,4,4,244,10,Most Loyal Customer
694,12,38,9120,1,2,2,122,5,Attention Needed Customers
695,15,29,6880,1,1,1,111,3,Lost Customers
696,1,105,25500,4,3,3,433,10,Most Loyal Customer
697,1,127,30880,4,3,3,433,10,Most Loyal Customer
698,1,149,34580,4,4,3,443,11,Most Loyal Customer
699,8,21,4930,2,1,1,211,4,Lost Customers
700,11,33,7930,1,1,2,112,4,Almost Lost Customers
701,22,31,7510,1,1,1,111,3,Lost Customers
702,5,47,11790,2,2,2,222,6,Loyal Customers
703,2,90,20670,3,3,3,333,9,Most Loyal Customer
704,1,114,28120,4,3,3,433,10,Most Loyal Customer
705,8,29,6860,2,1,1,211,4,Lost Customers
706,1,236,57660,4,4,4,444,12,Most Loyal Customer
707,1,105,25180,4,3,3,433,10,Most Loyal Customer
708,15,138,33000,1,3,3,133,7,Potential Loyalists Customers
709,1,86,21120,4,3,3,433,10,Most Loyal Customer
710,1,221,52650,4,4,4,444,12,Most Loyal Customer
711,5,162,38800,2,4,4,244,10,Most Loyal Customer
712,3,30,7110,3,1,1,311,5,Potential Loyalists Customers
713,7,44,10380,2,2,2,222,6,Loyal Customers
714,2,167,40420,3,4,4,344,11,Most Loyal Customer
715,2,269,63850,3,4,4,344,11,Most Loyal Customer
716,1,93,23290,4,3,3,433,10,Most Loyal Customer
717,2,39,9740,3,2,2,322,7,Loyal Customers
718,3,67,15950,3,3,3,333,9,Most Loyal Customer
719,32,30,7070,1,1,1,111,3,Lost Customers
720,2,168,41160,3,4,4,344,11,Most Loyal Customer
721,4,42,10430,2,2,2,222,6,Loyal Customers
722,17,22,5420,1,1,1,111,3,Lost Customers
723,2,85,20270,3,3,3,333,9,Most Loyal Customer
724,7,25,5820,2,1,1,211,4,Lost Customers
725,24,24,6110,1,1,1,111,3,Lost Customers
726,2,322,76440,3,4,4,344,11,Most Loyal Customer
727,14,26,5910,1,1,1,111,3,Lost Customers
728,24,21,5170,1,1,1,111,3,Lost Customers
729,1,38,9030,4,2,2,422,8,Loyal Customers
730,1,83,20160,4,3,3,433,10,Most Loyal Customer
731,8,20,4810,2,1,1,211,4,Lost Customers
732,7,107,25830,2,3,3,233,8,Loyal Customers
733,1,64,15370,4,2,2,422,8,Loyal Customers
734,1,53,12350,4,2,2,422,8,Loyal Customers
735,1,24,5820,4,1,1,411,6,Potential Loyalists Customers
736,14,33,7960,1,1,2,112,4,Almost Lost Customers
737,1,148,35970,4,3,4,434,11,Most Loyal Customer
738,15,35,8530,1,2,2,122,5,Attention Needed Customers
739,12,20,4570,1,1,1,111,3,Lost Customers
740,6,104,24780,2,3,3,233,8,Loyal Customers
741,6,26,6020,2,1,1,211,4,Lost Customers
742,33,35,8840,1,2,2,122,5,Attention Needed Customers
743,19,27,6740,1,1,1,111,3,Lost Customers
744,1,60,13550,4,2,2,422,8,Loyal Customers
745,1,67,16530,4,3,3,433,10,Most Loyal Customer
746,1,293,70000,4,4,4,444,12,Most Loyal Customer
747,1,108,26510,4,3,3,433,10,Most Loyal Customer
748,1,305,71990,4,4,4,444,12,Most Loyal Customer
749,5,33,7750,2,1,1,211,4,Lost Customers
750,1,168,41160,4,4,4,444,12,Most Loyal Customer
751,1,73,17650,4,3,3,433,10,Most Loyal Customer
752,1,57,13920,4,2,2,422,8,Loyal Customers
753,21,34,8380,1,2,2,122,5,Attention Needed Customers
754,1,38,8890,4,2,2,422,8,Loyal Customers
755,3,109,26550,3,3,3,333,9,Most Loyal Customer
756,1,166,39570,4,4,4,444,12,Most Loyal Customer
757,1,357,85270,4,4,4,444,12,Most Loyal Customer
758,1,32,7300,4,1,1,411,6,Potential Loyalists Customers
759,14,41,10310,1,2,2,122,5,Attention Needed Customers
760,14,66,15880,1,3,3,133,7,Potential Loyalists Customers
761,4,21,5140,2,1,1,211,4,Lost Customers
762,1,129,30910,4,3,3,433,10,Most Loyal Customer
763,10,109,26080,1,3,3,133,7,Potential Loyalists Customers
764,36,23,5710,1,1,1,111,3,Lost Customers
765,8,175,42170,2,4,4,244,10,Most Loyal Customer
766,4,37,8590,2,2,2,222,6,Loyal Customers
767,1,64,16140,4,2,3,423,9,Most Loyal Customer
768,14,29,7230,1,1,1,111,3,Lost Customers
769,14,64,15590,1,2,2,122,5,Attention Needed Customers
770,1,70,17140,4,3,3,433,10,Most Loyal Customer
771,1,33,8050,4,1,2,412,7,Potential Loyalists Customers
772,3,161,40040,3,4,4,344,11,Most Loyal Customer
773,5,224,54340,2,4,4,244,10,Most Loyal Customer
774,1,28,6800,4,1,1,411,6,Potential Loyalists Customers
775,4,105,25010,2,3,3,233,8,Loyal Customers
776,25,36,8800,1,2,2,122,5,Attention Needed Customers
777,3,65,16050,3,2,3,323,8,Loyal Customers
778,8,37,8450,2,2,2,222,6,Loyal Customers
779,21,55,12710,1,2,2,122,5,Attention Needed Customers
780,21,42,10050,1,2,2,122,5,Attention Needed Customers
781,1,232,55570,4,4,4,444,12,Most Loyal Customer
782,2,30,7200,3,1,1,311,5,Potential Loyalists Customers
783,7,39,8990,2,2,2,222,6,Loyal Customers
784,12,27,6320,1,1,1,111,3,Lost Customers
785,2,117,28130,3,3,3,333,9,Most Loyal Customer
786,16,57,13600,1,2,2,122,5,Attention Needed Customers
787,1,249,60840,4,4,4,444,12,Most Loyal Customer
788,3,33,8070,3,1,2,312,6,Potential Loyalists Customers
789,1,231,54980,4,4,4,444,12,Most Loyal Customer
790,6,25,6160,2,1,1,211,4,Lost Customers
791,1,47,11230,4,2,2,422,8,Loyal Customers
792,1,55,13490,4,2,2,422,8,Loyal Customers
793,1,39,9260,4,2,2,422,8,Loyal Customers
794,4,159,37130,2,4,4,244,10,Most Loyal Customer
795,1,358,86510,4,4,4,444,12,Most Loyal Customer
796,1,26,6010,4,1,1,411,6,Potential Loyalists Customers
797,2,239,57450,3,4,4,344,11,Most Loyal Customer
798,39,24,5560,1,1,1,111,3,Lost Customers
799,2,28,6540,3,1,1,311,5,Potential Loyalists Customers
800,1,26,6130,4,1,1,411,6,Potential Loyalists Customers
801,1,75,17490,4,3,3,433,10,Most Loyal Customer
802,3,33,7580,3,1,1,311,5,Potential Loyalists Customers
803,1,332,79180,4,4,4,444,12,Most Loyal Customer
804,1,273,65580,4,4,4,444,12,Most Loyal Customer
805,1,140,33490,4,3,3,433,10,Most Loyal Customer
806,1,204,48180,4,4,4,444,12,Most Loyal Customer
807,37,23,5640,1,1,1,111,3,Lost Customers
808,18,20,4570,1,1,1,111,3,Lost Customers
809,13,26,6360,1,1,1,111,3,Lost Customers
810,14,21,4710,1,1,1,111,3,Lost Customers
811,1,20,4710,4,1,1,411,6,Potential Loyalists Customers
812,25,29,7050,1,1,1,111,3,Lost Customers
813,12,35,7970,1,2,2,122,5,Attention Needed Customers
814,1,183,43510,4,4,4,444,12,Most Loyal Customer
815,4,25,6170,2,1,1,211,4,Lost Customers
816,14,36,9160,1,2,2,122,5,Attention Needed Customers
817,6,21,5110,2,1,1,211,4,Lost Customers
818,18,28,6590,1,1,1,111,3,Lost Customers
819,5,21,4790,2,1,1,211,4,Lost Customers
820,7,62,14840,2,2,2,222,6,Loyal Customers
821,23,25,6140,1,1,1,111,3,Lost Customers
822,5,185,43860,2,4,4,244,10,Most Loyal Customer
823,1,20,4760,4,1,1,411,6,Potential Loyalists Customers
824,1,145,34920,4,3,3,433,10,Most Loyal Customer
825,1,115,27590,4,3,3,433,10,Most Loyal Customer
826,2,28,6720,3,1,1,311,5,Potential Loyalists Customers
827,1,104,25070,4,3,3,433,10,Most Loyal Customer
828,8,64,14700,2,2,2,222,6,Loyal Customers
829,1,106,25430,4,3,3,433,10,Most Loyal Customer
830,9,73,17140,1,3,3,133,7,Potential Loyalists Customers
831,41,25,6340,1,1,1,111,3,Lost Customers
832,1,267,62620,4,4,4,444,12,Most Loyal Customer
833,7,54,12750,2,2,2,222,6,Loyal Customers
834,1,102,24340,4,3,3,433,10,Most Loyal Customer
835,5,50,12770,2,2,2,222,6,Loyal Customers
836,10,46,11040,1,2,2,122,5,Attention Needed Customers
837,5,93,21930,2,3,3,233,8,Loyal Customers
838,15,57,14210,1,2,2,122,5,Attention Needed Customers
839,1,197,48110,4,4,4,444,12,Most Loyal Customer
840,21,31,7640,1,1,1,111,3,Lost Customers
841,1,27,6650,4,1,1,411,6,Potential Loyalists Customers
842,7,204,49260,2,4,4,244,10,Most Loyal Customer
843,2,81,19030,3,3,3,333,9,Most Loyal Customer
844,3,31,7210,3,1,1,311,5,Potential Loyalists Customers
845,1,405,96930,4,4,4,444,12,Most Loyal Customer
846,2,146,34600,3,3,3,333,9,Most Loyal Customer
847,1,150,35770,4,4,4,444,12,Most Loyal Customer
848,3,23,5480,3,1,1,311,5,Potential Loyalists Customers
849,2,51,12410,3,2,2,322,7,Loyal Customers
850,2,209,49160,3,4,4,344,11,Most Loyal Customer
851,9,49,11980,1,2,2,122,5,Attention Needed Customers
852,40,41,9930,1,2,2,122,5,Attention Needed Customers
853,1,217,50570,4,4,4,444,12,Most Loyal Customer
854,11,23,5500,1,1,1,111,3,Lost Customers
855,39,26,6460,1,1,1,111,3,Lost Customers
856,1,22,5530,4,1,1,411,6,Potential Loyalists Customers
857,7,21,4670,2,1,1,211,4,Lost Customers
858,5,39,9000,2,2,2,222,6,Loyal Customers
859,1,71,16980,4,3,3,433,10,Most Loyal Customer
860,1,43,10070,4,2,2,422,8,Loyal Customers
861,1,165,38490,4,4,4,444,12,Most Loyal Customer
862,1,107,25650,4,3,3,433,10,Most Loyal Customer
863,1,294,70040,4,4,4,444,12,Most Loyal Customer
864,1,66,16350,4,3,3,433,10,Most Loyal Customer
865,35,20,4950,1,1,1,111,3,Lost Customers
866,1,95,22330,4,3,3,433,10,Most Loyal Customer
867,4,208,50760,2,4,4,244,10,Most Loyal Customer
868,8,47,11590,2,2,2,222,6,Loyal Customers
869,1,269,63830,4,4,4,444,12,Most Loyal Customer
870,4,115,26670,2,3,3,233,8,Loyal Customers
871,1,71,16920,4,3,3,433,10,Most Loyal Customer
872,3,20,4430,3,1,1,311,5,Potential Loyalists Customers
873,56,34,8610,1,2,2,122,5,Attention Needed Customers
874,1,89,21250,4,3,3,433,10,Most Loyal Customer
875,32,21,5240,1,1,1,111,3,Lost Customers
876,5,81,19450,2,3,3,233,8,Loyal Customers
877,1,134,32170,4,3,3,433,10,Most Loyal Customer
878,3,29,7010,3,1,1,311,5,Potential Loyalists Customers
879,1,368,89150,4,4,4,444,12,Most Loyal Customer
880,1,259,62580,4,4,4,444,12,Most Loyal Customer
881,3,137,33350,3,3,3,333,9,Most Loyal Customer
882,1,268,65890,4,4,4,444,12,Most Loyal Customer
883,3,43,9920,3,2,2,322,7,Loyal Customers
884,2,102,25020,3,3,3,333,9,Most Loyal Customer
885,2,240,57310,3,4,4,344,11,Most Loyal Customer
886,3,171,40350,3,4,4,344,11,Most Loyal Customer
887,24,20,4830,1,1,1,111,3,Lost Customers
888,1,326,77380,4,4,4,444,12,Most Loyal Customer
889,1,119,28760,4,3,3,433,10,Most Loyal Customer
890,7,47,10940,2,2,2,222,6,Loyal Customers
891,1,226,54030,4,4,4,444,12,Most Loyal Customer
892,15,59,14250,1,2,2,122,5,Attention Needed Customers
893,1,245,58890,4,4,4,444,12,Most Loyal Customer
894,2,20,4540,3,1,1,311,5,Potential Loyalists Customers
895,1,362,85940,4,4,4,444,12,Most Loyal Customer
896,1,185,45050,4,4,4,444,12,Most Loyal Customer
897,50,30,7500,1,1,1,111,3,Lost Customers
898,7,135,32510,2,3,3,233,8,Loyal Customers
899,5,45,10590,2,2,2,222,6,Loyal Customers
900,1,124,29660,4,3,3,433,10,Most Loyal Customer
901,21,49,11850,1,2,2,122,5,Attention Needed Customers
902,1,136,32400,4,3,3,433,10,Most Loyal Customer
903,26,47,10640,1,2,2,122,5,Attention Needed Customers
904,16,40,9610,1,2,2,122,5,Attention Needed Customers
905,11,41,9510,1,2,2,122,5,Attention Needed Customers
906,1,147,35020,4,3,3,433,10,Most Loyal Customer
907,1,74,18460,4,3,3,433,10,Most Loyal Customer
908,11,26,6460,1,1,1,111,3,Lost Customers
909,9,60,13660,1,2,2,122,5,Attention Needed Customers
910,2,98,23870,3,3,3,333,9,Most Loyal Customer
911,2,53,12490,3,2,2,322,7,Loyal Customers
912,3,132,30790,3,3,3,333,9,Most Loyal Customer
913,41,23,5960,1,1,1,111,3,Lost Customers
914,31,26,6300,1,1,1,111,3,Lost Customers
915,1,317,76600,4,4,4,444,12,Most Loyal Customer
916,19,35,8020,1,2,2,122,5,Attention Needed Customers
917,1,103,23860,4,3,3,433,10,Most Loyal Customer
918,1,217,51790,4,4,4,444,12,Most Loyal Customer
919,1,26,5990,4,1,1,411,6,Potential Loyalists Customers
920,1,110,26250,4,3,3,433,10,Most Loyal Customer
921,3,127,29880,3,3,3,333,9,Most Loyal Customer
922,1,74,17170,4,3,3,433,10,Most Loyal Customer
923,1,82,19350,4,3,3,433,10,Most Loyal Customer
924,4,32,7570,2,1,1,211,4,Lost Customers
925,16,20,4420,1,1,1,111,3,Lost Customers
926,4,120,29120,2,3,3,233,8,Loyal Customers
927,6,32,7410,2,1,1,211,4,Lost Customers
928,5,49,11320,2,2,2,222,6,Loyal Customers
929,2,63,14880,3,2,2,322,7,Loyal Customers
930,1,61,13670,4,2,2,422,8,Loyal Customers
931,5,241,56760,2,4,4,244,10,Most Loyal Customer
932,1,184,45660,4,4,4,444,12,Most Loyal Customer
933,2,174,42050,3,4,4,344,11,Most Loyal Customer
934,12,39,9420,1,2,2,122,5,Attention Needed Customers
935,1,142,34040,4,3,3,433,10,Most Loyal Customer
936,3,40,9260,3,2,2,322,7,Loyal Customers
937,3,108,26520,3,3,3,333,9,Most Loyal Customer
938,6,49,11360,2,2,2,222,6,Loyal Customers
939,1,107,25380,4,3,3,433,10,Most Loyal Customer
940,32,22,5610,1,1,1,111,3,Lost Customers
941,3,79,18350,3,3,3,333,9,Most Loyal Customer
942,5,168,39760,2,4,4,244,10,Most Loyal Customer
